,label,tweet_id,tweet_text
6675,other_useful_information,'383993489262149632',RT @bqt92_bot: 911 Inside Job and Hereafter    http://t.co/kKw8xLTFRw   #japan #tsunami #fukushima #earthquake #9_11 #nuclear #nazism = #ziÂ
6677,other_useful_information,'384668604924325889',"#earthquake: M 1.0, Nevada http://t.co/QAAjE44Qv7"
6678,other_useful_information,'382938403618422784',Pic of a new island in #Pakistan after an earthquake http://t.co/ziY7rfCL4f
6679,other_useful_information,'384290416478019584',"#Temblor? M 4.4, 168km ENE of Taltal, Chile http://t.co/xwsfsnl0Jt #Earthquake #Sismo"
6681,other_useful_information,'382921620983001089',My Misbah fan friend texted me that the new island should be named MisbahAbad #earthquake #Cricket
6682,other_useful_information,'382969541677961216',"?#USGS #alert? M 2.9, Puerto Rico region: September 25, 2013 20:07:56 GMT http://t.co/0lJAJRDbwZ #earthquake #tsunami #prayfromjapan"
6685,other_useful_information,'384940522332102656',"USGS reports a M0.22 #earthquake 2km NE of Spanish Springs, Nevada on 10/1/13 @ 6:26:28 UTC http://t.co/ak2VeXioW2 #quake"
6686,other_useful_information,'385008123553267712',RT @Fariyalbad: ic of small island created near Gwadar after 7.8 #earthquake that rocked most parts of western Balochistan http://t.co/TDcUÂ
6689,other_useful_information,'383142929956880384',"RT @AJStream: Following the earthquake in #Balochistan, the island that sprung up near #Gwadar has people tweeting - http://t.co/XxwAx5NSms"
6692,other_useful_information,'384139790201126912',"#Earthquake M 3.1, northern Alaska http://t.co/o7qaVFic1C"
6693,other_useful_information,'382956162372870144',"RT @HumanityRoad: #Peru #Earthquake revised to 7.0M felt across 1,200 miles from Huacho, Peru to Iquique, Chile http://t.co/RnH0DK6IK5 #TerÂ"
6695,other_useful_information,'384714052707954688',"#Sismo #Earthquake M 2.7, 5km S of Volcano, Hawaii http://t.co/L1o9GTtlCw"
6697,other_useful_information,'384720178014994432',"BREAKING: Earthquake Tremors felt in Thatta, no reports of loss of life or any type of property in this earthquake. #Karachi #Pakistan"
6698,other_useful_information,'382947908003594240',RT @robertspeta: Island off of Gwadar formed after todays earthquake in #Pakistan http://t.co/SIdP7CGwGi
6700,other_useful_information,'383363744379588608',"[Epicenter] Miyagi Coast [Max Shindo] 1 (2013-9-27, 7:44) http://t.co/fUXRZPxRk2 #earthquake #jpquake"
6702,other_useful_information,'382943605914341376',7 more shocks at low scale after yesterday #earthquake in #pakistan. Earth is making changes in blink of an eye.
6704,other_useful_information,'384598875886981120',"RT @quakelist: #earthquake M 2.9, 66km N of Hatillo, Puerto Rico http://t.co/9EeTW5mhXA"
6705,other_useful_information,'383380737853906945',"#earthquake #NZ: Magnitude 2.4, Friday, September 27 2013 at 11:57:21 am (NZST), 10 km east of Seddon http://t.co/OaxHlFAiTT"
6708,other_useful_information,'384411466193186816',Pakistan Aftershock Hits Region http://t.co/w6KbstSAvC #quake #earthquake
6710,other_useful_information,'384415851631230976',RT @BBC_WHYS: We'll be talking with @alishahjourno about the earthquake in Pakistan at 1700GMT #whys #balochistan
6711,other_useful_information,'385000950588395520',RT @ummsuhaym: Anotha #earthquake in #pakistan.Thats wot hapens when a nation indulges in #shirk #allah destroyd many nations bcoz of disobÂ
6715,other_useful_information,'383200615452528641',RT @FasihaFarrukh: #Pakistan's earthquake was so violent it created this new island http://t.co/tBCww5DxIK  http://t.co/gPyWhBTCyt via @wasÂ
6716,other_useful_information,'382945222755229696',"RT @QuakesToday: 1.7 magnitude #earthquake. 39 km from Alpine, CA, United States.http://t.co/LkDJT2MGag"
6722,other_useful_information,'383796086562779137',"Whenever i switch the channels. Only one news i see is bomb plast in #Pakistan, earthquake, violence. Ya Allahh raham on us."
6723,other_useful_information,'384961064183791616',Magnitude 2.8 Earthquake in Baja California. http://t.co/5BHEJj2RL8 #quake #earthquake
6724,other_useful_information,'384539418184265728',"#earthquake: M 3.7, Southern California http://t.co/BtCmienewk"
6727,other_useful_information,'383865649270763520',Shidat 7.2 Thi #Pakistan Met Dept. Shidat 6.8 Thi USGS #earthquake #Karachi
6735,other_useful_information,'383505346230091776',RT @q_nida: #Balochistan quake: Aftershock of magnitude 5 hits #Awaran http://t.co/22gFJqlEJY Â #Islamabad
6737,other_useful_information,'383865516282355712',#Earthquake period was 30 second #karachi
6741,other_useful_information,'384241292701483008',"?#USGS #Breaking? M 3.6, 24km ENE of Pine Valley, California http://t.co/KNGHcdPux2 #PastHour #36 #earthquake #tsunami #prayfromjapan"
6742,other_useful_information,'384816298569379840',"#SISMO #Earthquake - Magnitude 5.4 - #TONGA - 2013 September 30, 22:41:03 UTC: http://t.co/FmfzCDWzpq vÃ­a @lastquake"
6743,other_useful_information,'384930174011473920',#earthquake M1.1: Central California http://t.co/sz59pxoEwM
6745,other_useful_information,'383405573179719680',#UrduNEWS|#Iran's support for #Pakistan #Earthquake-Iran wants serious talks with #G5+1|#SaharTV|#????? #Urdu... http://t.co/UHgHvh823g
6746,other_useful_information,'383597324770869249',#PPP's Sadiq Umrani: all political parties should rise above their political differences and serve the #earthquake affected people
6750,other_useful_information,'384122638500499456',"RT @LucyHockingsBBC: If enough mothers #breastfed their babies in #pakistan, %35 of deaths would end there, says @SavetheChildren. #breastfÂ"
6753,other_useful_information,'384918283805138944',RT @ABC7: #Earthquake with a preliminary magnitude of 2.8 hit near Loma Linda at 10:35 a.m. Did you feel it?
6754,other_useful_information,'384051726350704640',RT @LuluLAngeles: As if #Pakistan state &amp; all others don't do this? RT @NadeemfParacha Disturbing 2c BLF treating quake in Awaran as strateÂ
6756,other_useful_information,'383691848335630336',RT @USAIDNepal: #Earthquake Preparedness in #Nepal. Watch this short animated video PSA - http://t.co/p9ZjuKe3tf
6757,other_useful_information,'382870639599575042',"RT @Afsheeniqbal5: ""None but army working in #Balochistan quake-hit areas"" of #Balochistan http://t.co/0iW9juu4lA #Awaran #ArmyisPrideofPakÂ"
6759,other_useful_information,'384061457576366082',"USGS reports a M0 #earthquake 2km WSW of San Juan Bautista, California on 9/28/13 @ 21:04:37 UTC http://t.co/VkkanOU1u0 #quake"
6763,other_useful_information,'383489673143648257',"#Sismo #Earthquake M 3.3, 51km SE of Punta Cana, Dominican Republic http://t.co/I7FzrkLTyx"
6767,other_useful_information,'384069784591024128',"QuakeFactor M 2.5, Central California: Saturday, September 28, 2013 21:04:37 UTCSaturday, ... http://t.co/oGWq7NUgcZ #earthquake, #quake"
6769,other_useful_information,'382879057676750848',#Baluchistan: #Gwadar's #quake island unlikely to last: experts http://t.co/s3Q13BMbAe #Pakistan #Balochistan #Earthquake
6771,other_useful_information,'383096592590315520',"#earthquake Pakistan: Baluchistan Earthquake, Pakistan Update 1, 24 September 2013 at 19:00hrs http://t.co/xFTbWPCFzo #crisismanagement"
6773,other_useful_information,'383497300502261760',"RT @CNBCPAKISTAN: #Breaking: FC team busy in relief work attacked again in Buzdad, near #Awaran, #Earthquake"
6776,other_useful_information,'383895148318314496',"#earthquake M 3.2, Southern Alaska: September 28, 2013 09:53:12 GMT http://t.co/ztNp3770lG"
6777,other_useful_information,'383012295284387840',"USGS reports a M1.8 #earthquake 4km NW of Boron, California on 9/25/13 @ 23:33:16 UTC http://t.co/8BjK14e27E #quake"
6779,other_useful_information,'383262940796710912',"@mediacrooks @thenewshour Even #Pakistan have no plans to talk to Balochistan Freedom Fighters,No state help in earthquake #MMS  #Terrorism"
6780,other_useful_information,'383687549208002560',RT @JunaidKhanACCA: Tune to times now arnab goswami is just about start barking. #Pakistan #India #Kashmir #JihadKashmir
6781,other_useful_information,'384841048070971392',"?#USGS #alert? M 2.1, Northern California: October 01, 2013 00:39:52 GMT http://t.co/2wT4kaas7o #earthquake #tsunami #prayfromjapan"
6782,other_useful_information,'384756119266004992',"#earthquake: M 3.6, Island of Hawaii, Hawaii http://t.co/AFSZHxT8B9"
6785,other_useful_information,'384511975637917696',"New #Earthquake #Pasthour M 2.8, Puerto Rico region http://t.co/tgYTtxYAqp"
6788,other_useful_information,'384894946198556672',RT @lpasqualis: A significant #earthquake was reported by the USGS: M 6.4 - Sea of Okhotsk
6789,other_useful_information,'383833550551662593',"1.9 magnitude #earthquake. 165km NNE of Cape Yakataga, Alaska.http://t.co/XgGFWkMZZ7"
6791,other_useful_information,'384216706329374720',"#earthquake M2.2: Long Valley area, California http://t.co/UNwsZRBTQH"
6793,other_useful_information,'382968147265216512',RT @AQpk: Just when #Pakistan mobilizes to help #Balochistan #earthquake victims @ReutersPakistan releases a story supporting #BLA terrorisÂ
6794,other_useful_information,'384571564206743552',"#earthquake: M 1.1, Southern California http://t.co/WubJxzTt6b"
6796,other_useful_information,'383990162411499520',"Not a new Propaganda frm Brp  ""@BRP_Official: #Balochistan quake victims face military offensives instead relief:BRP http://t.co/Mjxlg6vrS8"""
6798,other_useful_information,'383733062623715330',"USGS reports a M3.3 #earthquake 159km N of Road Town, British Virgin Islands on 9/27/13 @ 23:00:33 UTC http://t.co/FKZVjcxtrW #quake"
6799,other_useful_information,'384043339982462977',"USGS reports a M1.5 #earthquake 23km S of Manley Hot Springs, Alaska on 9/28/13 @ 19:48:31 UTC http://t.co/UbCAnhQUfd #quake"
6800,other_useful_information,'383075734069067776',"USGS reports a M0.6 #earthquake 8km NW of The Geysers, California on 9/26/13 @ 3:46:23 UTC http://t.co/94dccHeYla #quake"
6802,other_useful_information,'382939414785036288',CofC: Pakistan earthquake felt in South Carolina: An MUSC employee has been disciplined after ... http://t.co/XiKyErtznz #pakistan #news
6803,other_useful_information,'383006681451343872',"RT @SCEC: Pressure from Tuesday's M7.7 #Earthquake in #Pakistan helped erupt a mud volcano, causing an island to be formed: http://t.co/Ta5Â"
6805,other_useful_information,'384707769535709184',RT @USProjectCJR: @LATimes series seeks to make sure towers arenÂt built along #earthquake faults http://t.co/bGjwSedW53
6811,other_useful_information,'384296512924438528',"#Earthquake at 33km E of San Clemente, Chile 4.7 M. Detph 94.5 Km. - 2013-09-29 14:09:17 UTC http://t.co/LRjtcw00tx"
6813,other_useful_information,'384016565374439424',"RT @quakelist: #earthquake M 2.6, 48km NNW of Road Town, British Virgin Islands http://t.co/a7F9584DHX"
6814,other_useful_information,'382945492545437697',"Pakistan earthquake: How did it create a 'sudden island'?: ET Residents of Gwadar, Pakistan, scrambl... http://t.co/5XD774QlKh #pakistan"
6817,other_useful_information,'382975110124412929',Massive quake creates island off #Pakistan coast (from @AP) http://t.co/WnqNFC8eYL
6818,other_useful_information,'384523910651199488',"RT @QuakesInCA: 2.2 magnitude #earthquake. 2 mi from La Verne, CA, United States.http://t.co/XabR4INRtZ"
6820,other_useful_information,'382880919972872192',In pictures: Pakistan earthquake (bbc) http://t.co/zyYuntd7FA #Earthquake
6826,other_useful_information,'384195534157643777',"#Earthquake of M 4.8 - 110km S of Ust'-Kamchatsk Staryy, Russia http://t.co/1uNjEmDC2j"
6827,other_useful_information,'384405869083250688',"RT  ""@AyishaBaloch: Lt Gen Nasser Janjua visiting#earthquake victims in med facility estab by#Pakistan Army #Awaran http://t.co/mAH1UHnadh"
6828,other_useful_information,'383647132705914880',Images from space confirm the magnitude 7.8 #earthquake in #Pakistan created a new island: http://t.co/srmpY8OE4P via @WIRED
6829,other_useful_information,'384077389871206400',"#Earthquake M 2.5, Central California http://t.co/QF5Z0ZIQfm"
6831,other_useful_information,'383884920029851648',6.8 earthquake rocks southwest Pakistan again: Several cities of Pakistan's Sindhand Balochistan pro... http://t.co/ibdVc4kWKF #pakistan
6834,other_useful_information,'384646839548399616',RT @EarthAlerts: #earthquake: M 3.7 - Europe Portugal [Azores] Furnas: Preliminary Earthquake Report:  Date/Time: 30.09.2013 ... http://t.cÂ
6835,other_useful_information,'383510019435544576',"RT @reissasu: Pakistan's New Earthquake-Made Island Emits Flammable Gas, 4th Island to Emerge Near Gwadar (VIDEO) -  http://t.co/HgKM1dr5dQÂ"
6839,other_useful_information,'384494423188316160',"QuakeFactor M 2.6, offshore Northern California: Monday, September 30, 2013 01:03:14 UTCSu... http://t.co/5tf7Gq9mMV #earthquake, #quake"
6841,other_useful_information,'383561558615273472',#Jamshoro is just one example of how the US and #Pakistan continue to partner to help Pakistan grow. Richard Olsen http://t.co/j67dJeLcg9
6844,other_useful_information,'382915119090384896',Strong #earthquake Near The Coast Of Southern Peru Mag 6.8 Depth 33 km 6318 km from New York  #PocketWeather http://t.co/y58pbtqdL3
6845,other_useful_information,'383923474311299073',#earthquake #map: 5.7 - TONGA http://t.co/bs9hyltnCP
6846,other_useful_information,'383671661129506816',"USGS reports a M0.8 #earthquake 30km WNW of Ester, Alaska on 9/27/13 @ 19:08:33 UTC http://t.co/WR9VVAZSFv #quake"
6849,other_useful_information,'384319151721824256',#PAKISTAN: reels from deadly #Earthquake | http://t.co/wBKdQFT7Fu | c #DISASTER | RT
6850,other_useful_information,'384930174024048640',#earthquake M1.3: Central California http://t.co/h7QEGhPDaz
6857,other_useful_information,'383300263559573504',@kamakalolii yeah felt it here too - checking civil defense for mag now #earthquake #hilo
6858,other_useful_information,'383331254063472640',Good News for Pakistan's Christians After Deadliest Church Attack ...: A Pakistani newspaper e... http://t.co/pX7BKYkYUl #pakistan #news
6861,other_useful_information,'383107409956204544',"Dr.Hafeez, President AKF left from bela to Awaraan, the most affected Area with 3relief trucks,10 Ambulances and 50 volunteers. #Balochistan"
6862,other_useful_information,'383874173929811968',RT @RaeesaBabar: #Pakistan's already devastated south-western region was again shaken by a strong #earthquake with 7.2 Magnitude
6863,other_useful_information,'383926884045963264',"""@FoxNews: New massive earthquake rocks southwest #Pakistan http://t.co/XAGjm5hWvc"""
6864,other_useful_information,'382895400413184000',RT @aurAdil: Picture of new found island in #Gawadar after the Tuesday #earthquake in #Pakistan http://t.co/ZpV9lx11xo
6865,other_useful_information,'384747736664657920',"@ashutosh_g Moreover, a single electricity unit will cost them 18 rupees. A new Tsunami of price hike is about to engulf #Pakistan"
6866,other_useful_information,'383879813376667648',A 6.8 magnitude  #earthquake struck #Balochistan the epicenter of the quake was recorded at 96 kilometres northeast of Balochistan's Awaran
6870,other_useful_information,'382890186084196352',"New #Earthquake #Pasthour M 3.0, Virgin Islands region http://t.co/DbgFOZKIF8"
6874,other_useful_information,'384831699277721600',"RT @WheresItShaking: #earthquake M 2.8, Kodiak Island region, Alaska http://t.co/RCMHbVVfbL"
6875,other_useful_information,'382839737360195585',Watch #NDMA Chairman Major General Syed Aleem's press conference on #Balochistan #Earthquake now on #CapitalTV
